id,201605240705,201605240710,201605240715,201605240720,201605240725,201605240730,201605240735,201605240740,201605240745,201605240750,201605240755,201605240800,201605240805,201605240810,201605240815,201605240820,201605240825,201605240830,201605240835,201605240840,201605240845,201605240850,201605240855,201605240900,201605240905,201605240910,201605240915,201605240920,201605240925,201605240930,201605240935,201605240940,201605240945,201605240950,201605240955
22528,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1
22529,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1
22531,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1
22535,1,1,1,2,1,2,2,1,3,2,3,3,3,2,3,1,1,1,1,2,1,3,1,3,2,1,2,1,1,1,1,1,1,1,1
22552,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1
22553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2
22555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,2,2,1,1,1,1,3,2,2,2,1,3
22556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2
22575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22579,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
22598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,2,2
